cve_entidad,nom_entidad,cve_municipio,nom_municipio,edad_primer_union,num_hijos,nivel_escolaridad,estado_civil_id,estado_civil_desc,estrato_socioeconomico,pareja_trabaja_id,pareja_trabaja_desc,ingreso_pareja,dinero_propio_id,dinero_propio_desc,apoyo_gobierno_id,apoyo_gobierno_desc,tiene_ahorros_id,tiene_ahorros_desc,propietaria_vivienda_id,propietaria_vivienda_desc,sufrio_violencia_pareja,factor_expansion,autonomia_financiera,bloque_educativo
7,chiapas,27,chiapa de corzo,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,379,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,1,sí,0,379,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,2,1,sí,5000,2,no,2,no,2,no,2,no,0,369,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,3.0,4,B1,3,divorciada,2,1,sí,4000,2,no,2,no,2,no,1,sí,1,369,baja,secundaria_o_bachillerato
7,chiapas,27,chiapa de corzo,0.0,4,A2,5,casada,2,2,no,0,1,sí,2,no,1,sí,1,sí,0,739,alta,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,4,A1,5,casada,2,1,sí,1000,2,no,1,sí,2,no,1,sí,0,739,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,438,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,2,1,sí,350,2,no,2,no,2,no,1,sí,0,438,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,4,A1,5,casada,2,1,sí,1000,2,no,2,no,2,no,1,sí,0,438,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,876,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,1,438,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,409,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,0,C1,6,soltera,2,2,no,0,1,sí,2,no,2,no,1,sí,0,818,media,superior_o_posgrado
7,chiapas,27,chiapa de corzo,19.0,4,B2,4,viuda,2,2,no,0,2,no,1,sí,2,no,1,sí,0,409,baja,secundaria_o_bachillerato
7,chiapas,27,chiapa de corzo,17.0,4,B1,2,separada,2,1,sí,500,2,no,2,no,2,no,1,sí,0,1227,baja,secundaria_o_bachillerato
7,chiapas,27,chiapa de corzo,24.0,1,B1,2,separada,1,1,sí,1800,2,no,2,no,2,no,1,sí,0,173,baja,secundaria_o_bachillerato
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,1,1,sí,2500,2,no,2,no,2,no,1,sí,0,173,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,1,sí,0,173,baja,basica_o_primaria
7,chiapas,27,chiapa de corzo,7.0,4,A1,5,casada,1,2,no,0,2,no,2,no,2,no,1,sí,0,346,baja,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,1,357,baja,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,0,C1,2,separada,2,1,sí,1500,1,sí,2,no,1,sí,1,sí,0,715,alta,superior_o_posgrado
7,chiapas,34,frontera comalapa,9.0,4,B1,2,separada,2,1,sí,800,1,sí,2,no,2,no,1,sí,0,357,media,secundaria_o_bachillerato
7,chiapas,34,frontera comalapa,7.0,3,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,357,media,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,0,C1,6,soltera,2,1,sí,999998,2,no,2,no,2,no,1,sí,0,715,baja,superior_o_posgrado
7,chiapas,34,frontera comalapa,7.0,1,A1,1,unión libre,2,1,sí,500,1,sí,2,no,2,no,1,sí,0,715,media,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,4,A1,5,casada,2,1,sí,2500,1,sí,2,no,2,no,1,sí,1,1072,media,basica_o_primaria
7,chiapas,34,frontera comalapa,23.0,1,B1,2,separada,2,1,sí,1000,1,sí,2,no,2,no,2,no,1,357,media,secundaria_o_bachillerato
7,chiapas,34,frontera comalapa,10.0,4,B1,2,separada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,1072,media,secundaria_o_bachillerato
7,chiapas,34,frontera comalapa,19.0,4,B1,2,separada,2,2,no,0,2,no,1,sí,2,no,1,sí,0,1072,baja,secundaria_o_bachillerato
7,chiapas,34,frontera comalapa,5.0,1,A2,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,715,baja,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,4,A1,5,casada,2,2,no,0,2,no,1,sí,2,no,1,sí,0,357,baja,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,3,A1,5,casada,2,1,sí,3000,2,no,2,no,2,no,1,sí,0,715,baja,basica_o_primaria
7,chiapas,34,frontera comalapa,7.0,0,C1,6,soltera,2,2,no,0,1,sí,1,sí,2,no,2,no,0,715,media,superior_o_posgrado
7,chiapas,34,frontera comalapa,7.0,4,A1,5,casada,2,2,no,0,2,no,1,sí,2,no,1,sí,0,357,baja,basica_o_primaria
7,chiapas,34,frontera comalapa,98.0,1,B1,2,separada,2,2,no,0,2,no,2,no,2,no,1,sí,0,357,baja,secundaria_o_bachillerato
7,chiapas,34,frontera comalapa,7.0,0,C1,6,soltera,2,2,no,0,2,no,1,sí,2,no,1,sí,0,715,baja,superior_o_posgrado
7,chiapas,40,huixtla,7.0,4,A1,5,casada,2,1,sí,6500,1,sí,2,no,2,no,1,sí,0,224,media,basica_o_primaria
7,chiapas,40,huixtla,7.0,3,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,224,media,basica_o_primaria
7,chiapas,40,huixtla,1.0,1,B1,2,separada,2,2,no,0,1,sí,2,no,2,no,2,no,0,449,media,secundaria_o_bachillerato
7,chiapas,40,huixtla,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,224,media,basica_o_primaria
7,chiapas,40,huixtla,7.0,2,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,224,media,basica_o_primaria
7,chiapas,40,huixtla,7.0,3,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,224,media,basica_o_primaria
7,chiapas,40,huixtla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,224,baja,basica_o_primaria
7,chiapas,40,huixtla,3.0,1,B1,2,separada,2,2,no,0,2,no,2,no,2,no,2,no,0,224,baja,secundaria_o_bachillerato
7,chiapas,40,huixtla,8.0,3,B2,4,viuda,2,2,no,0,2,no,2,no,2,no,1,sí,0,449,baja,secundaria_o_bachillerato
7,chiapas,40,huixtla,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,224,baja,basica_o_primaria
7,chiapas,40,huixtla,7.0,1,A1,1,unión libre,2,2,no,0,2,no,1,sí,2,no,2,no,0,224,baja,basica_o_primaria
7,chiapas,40,huixtla,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,1,224,media,basica_o_primaria
7,chiapas,40,huixtla,7.0,0,C1,6,soltera,2,1,sí,1000,1,sí,2,no,2,no,2,no,0,449,media,superior_o_posgrado
7,chiapas,40,huixtla,7.0,0,C2,6,soltera,2,1,sí,2000,1,sí,2,no,2,no,2,no,0,449,media,superior_o_posgrado
7,chiapas,40,huixtla,7.0,0,C1,6,soltera,2,2,no,0,2,no,2,no,2,no,1,sí,0,224,baja,superior_o_posgrado
7,chiapas,51,mapastepec,7.0,0,C1,6,soltera,2,2,no,0,2,no,2,no,2,no,1,sí,0,611,baja,superior_o_posgrado
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,306,media,basica_o_primaria
7,chiapas,51,mapastepec,32.0,4,B1,2,separada,2,2,no,0,2,no,2,no,2,no,1,sí,0,611,baja,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,1,sí,700,2,no,1,sí,2,no,2,no,0,306,baja,basica_o_primaria
7,chiapas,51,mapastepec,7.0,0,C1,6,soltera,2,1,sí,7000,1,sí,2,no,2,no,1,sí,0,306,media,superior_o_posgrado
7,chiapas,51,mapastepec,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,306,baja,basica_o_primaria
7,chiapas,51,mapastepec,98.0,4,B1,2,separada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,611,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,3,A1,5,casada,2,1,sí,1000,1,sí,2,no,2,no,1,sí,0,306,media,basica_o_primaria
7,chiapas,51,mapastepec,50.0,1,B2,4,viuda,2,2,no,0,2,no,1,sí,2,no,1,sí,1,611,baja,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,1,B1,2,separada,2,1,sí,2000,2,no,2,no,2,no,1,sí,0,611,baja,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,0,C1,6,soltera,2,2,no,0,2,no,2,no,2,no,1,sí,0,611,baja,superior_o_posgrado
7,chiapas,51,mapastepec,20.0,4,B2,4,viuda,2,2,no,0,2,no,1,sí,2,no,1,sí,0,306,baja,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,3,A1,5,casada,2,2,no,0,1,sí,1,sí,2,no,1,sí,0,611,media,basica_o_primaria
7,chiapas,51,mapastepec,7.0,1,A1,1,unión libre,2,2,no,0,1,sí,2,no,2,no,1,sí,0,611,media,basica_o_primaria
7,chiapas,51,mapastepec,7.0,3,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,2,no,0,306,media,basica_o_primaria
7,chiapas,51,mapastepec,0.0,4,B2,4,viuda,2,2,no,0,1,sí,2,no,2,no,1,sí,0,684,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,5.0,4,B2,4,viuda,2,2,no,0,1,sí,1,sí,2,no,2,no,0,684,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,2.0,1,B1,2,separada,2,1,sí,3000,1,sí,1,sí,2,no,2,no,0,684,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,2,A1,5,casada,2,1,sí,1000,1,sí,2,no,2,no,2,no,0,684,media,basica_o_primaria
7,chiapas,51,mapastepec,31.0,3,B2,4,viuda,2,2,no,0,1,sí,1,sí,2,no,1,sí,0,342,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,0,C1,6,soltera,2,2,no,0,2,no,2,no,2,no,1,sí,1,1026,baja,superior_o_posgrado
7,chiapas,51,mapastepec,98.0,4,B1,2,separada,2,2,no,0,2,no,2,no,2,no,1,sí,0,342,baja,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,2,no,0,1,sí,1,sí,2,no,1,sí,0,342,media,basica_o_primaria
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,1,sí,500,2,no,2,no,2,no,2,no,0,342,baja,basica_o_primaria
7,chiapas,51,mapastepec,7.0,1,A1,1,unión libre,2,2,no,0,1,sí,2,no,2,no,2,no,0,342,media,basica_o_primaria
7,chiapas,51,mapastepec,10.0,4,B2,4,viuda,2,2,no,0,1,sí,2,no,2,no,1,sí,0,684,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,1.0,4,B1,2,separada,2,1,sí,1200,1,sí,2,no,2,no,1,sí,0,342,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,342,media,basica_o_primaria
7,chiapas,51,mapastepec,4.0,3,B2,4,viuda,2,1,sí,1000,1,sí,1,sí,2,no,2,no,0,684,media,secundaria_o_bachillerato
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,1,sí,3500,1,sí,2,no,2,no,1,sí,0,684,media,basica_o_primaria
7,chiapas,51,mapastepec,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,342,media,basica_o_primaria
7,chiapas,52,las margaritas,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,1,sí,0,476,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,0,C1,6,soltera,1,2,no,0,2,no,2,no,2,no,1,sí,0,1429,baja,superior_o_posgrado
7,chiapas,52,las margaritas,2.0,1,B1,2,separada,1,2,no,0,2,no,2,no,2,no,1,sí,0,476,baja,secundaria_o_bachillerato
7,chiapas,52,las margaritas,7.0,1,A1,1,unión libre,1,2,no,0,1,sí,1,sí,2,no,1,sí,0,953,media,basica_o_primaria
7,chiapas,52,las margaritas,7.0,0,C1,2,separada,1,2,no,0,2,no,2,no,2,no,1,sí,1,953,baja,superior_o_posgrado
7,chiapas,52,las margaritas,7.0,0,C2,6,soltera,1,2,no,0,2,no,2,no,2,no,1,sí,0,953,baja,superior_o_posgrado
7,chiapas,52,las margaritas,7.0,4,A1,5,casada,1,2,no,0,2,no,2,no,2,no,1,sí,0,953,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,4,A1,5,casada,1,2,no,0,2,no,2,no,2,no,1,sí,0,1906,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,3,A1,5,casada,1,1,sí,5000,1,sí,2,no,2,no,2,no,0,476,media,basica_o_primaria
7,chiapas,52,las margaritas,7.0,0,C2,6,soltera,1,2,no,0,1,sí,2,no,2,no,2,no,0,953,media,superior_o_posgrado
7,chiapas,52,las margaritas,7.0,4,A1,5,casada,1,2,no,0,2,no,2,no,2,no,1,sí,0,953,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,0,C1,2,separada,1,1,sí,1100,1,sí,2,no,2,no,2,no,0,476,media,superior_o_posgrado
7,chiapas,52,las margaritas,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,2,no,0,953,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,4,A1,5,casada,1,2,no,0,2,no,2,no,2,no,1,sí,0,476,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,2,no,0,1906,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,1,sí,0,476,baja,basica_o_primaria
7,chiapas,52,las margaritas,7.0,1,A1,1,unión libre,1,2,no,0,2,no,1,sí,2,no,2,no,0,476,baja,basica_o_primaria
7,chiapas,52,las margaritas,4.0,1,B1,2,separada,1,1,sí,2000,1,sí,2,no,2,no,1,sí,0,1429,media,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,362,baja,basica_o_primaria
7,chiapas,57,motozintla,3.0,1,B1,2,separada,2,1,sí,1400,2,no,2,no,2,no,1,sí,1,725,baja,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,725,baja,basica_o_primaria
7,chiapas,57,motozintla,1.0,1,B2,4,viuda,2,2,no,0,2,no,1,sí,2,no,1,sí,0,725,baja,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,1,A1,1,unión libre,2,1,sí,0,2,no,2,no,2,no,1,sí,0,362,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,1,sí,2,no,1,sí,1,725,baja,basica_o_primaria
7,chiapas,57,motozintla,10.0,1,B1,2,separada,2,1,sí,999998,2,no,2,no,2,no,2,no,0,362,baja,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,1087,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,362,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,1087,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,2,no,0,725,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,1,sí,2500,1,sí,2,no,2,no,1,sí,0,1087,media,basica_o_primaria
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,1,sí,2,no,1,sí,0,362,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,1087,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,0,C1,6,soltera,2,1,sí,1200,1,sí,1,sí,2,no,1,sí,1,725,media,superior_o_posgrado
7,chiapas,57,motozintla,7.0,1,A1,1,unión libre,2,1,sí,8000,2,no,2,no,2,no,1,sí,0,725,baja,basica_o_primaria
7,chiapas,57,motozintla,10.0,4,B2,4,viuda,2,1,sí,1200,2,no,2,no,2,no,1,sí,0,362,baja,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,362,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,2,no,0,342,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,0,C1,6,soltera,2,2,no,0,1,sí,2,no,2,no,1,sí,0,684,media,superior_o_posgrado
7,chiapas,57,motozintla,7.0,0,C1,6,soltera,2,2,no,0,2,no,2,no,2,no,2,no,0,1367,baja,superior_o_posgrado
7,chiapas,57,motozintla,8.0,4,B2,4,viuda,2,2,no,0,2,no,2,no,2,no,1,sí,0,684,baja,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,342,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,342,baja,basica_o_primaria
7,chiapas,57,motozintla,98.0,3,B2,4,viuda,2,1,sí,500,2,no,2,no,2,no,1,sí,0,684,baja,secundaria_o_bachillerato
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,1,sí,2,no,1,sí,0,684,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,0,C1,2,separada,2,1,sí,800,2,no,1,sí,2,no,1,sí,0,342,baja,superior_o_posgrado
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,1,sí,0,1025,media,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,2,no,0,684,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,684,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,1,sí,2,no,1,sí,0,342,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,684,baja,basica_o_primaria
7,chiapas,57,motozintla,7.0,0,C1,6,soltera,2,1,sí,6000,1,sí,2,no,1,sí,2,no,0,342,alta,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,2,no,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,1,sí,1000,2,no,2,no,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,1,2,no,0,2,no,2,no,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,1,sí,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,0,C1,6,soltera,1,1,sí,6000,2,no,2,no,2,no,1,sí,0,1508,baja,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,1,1,sí,15000,2,no,2,no,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,1,1,sí,2000,2,no,2,no,2,no,1,sí,1,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,2,no,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,1,B1,2,separada,1,1,sí,2500,2,no,2,no,2,no,1,sí,1,503,baja,secundaria_o_bachillerato
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,1,sí,1500,2,no,2,no,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,3,A1,5,casada,1,2,no,0,1,sí,2,no,1,sí,1,sí,0,503,alta,basica_o_primaria
7,chiapas,59,ocosingo,7.0,0,C1,6,soltera,1,1,sí,999998,2,no,1,sí,2,no,1,sí,0,503,baja,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,1,sí,2,no,1,sí,0,1005,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,1,2,no,0,2,no,2,no,2,no,2,no,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,1,1,sí,800,2,no,2,no,2,no,1,sí,0,503,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,0,C2,6,soltera,1,1,sí,250,1,sí,2,no,2,no,1,sí,0,1005,media,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,0,C2,6,soltera,1,2,no,0,2,no,2,no,2,no,1,sí,0,1005,baja,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,2,1,sí,10000,2,no,2,no,2,no,1,sí,0,627,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,1,627,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,313,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,2,1,sí,3000,2,no,2,no,2,no,2,no,0,313,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,2,2,no,0,2,no,2,no,2,no,1,sí,0,1254,baja,basica_o_primaria
7,chiapas,59,ocosingo,1.0,4,B1,3,divorciada,2,1,sí,4000,2,no,1,sí,2,no,1,sí,1,627,baja,secundaria_o_bachillerato
7,chiapas,59,ocosingo,7.0,0,C1,6,soltera,2,1,sí,14000,2,no,2,no,2,no,1,sí,0,627,baja,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,0,C2,6,soltera,2,2,no,0,2,no,2,no,2,no,2,no,0,940,baja,superior_o_posgrado
7,chiapas,59,ocosingo,1.0,1,B1,2,separada,2,1,sí,4500,2,no,2,no,2,no,1,sí,0,940,baja,secundaria_o_bachillerato
7,chiapas,59,ocosingo,7.0,4,A1,5,casada,2,1,sí,30000,2,no,2,no,2,no,2,no,0,313,baja,basica_o_primaria
7,chiapas,59,ocosingo,2.0,1,B1,2,separada,2,1,sí,2000,2,no,2,no,2,no,2,no,1,313,baja,secundaria_o_bachillerato
7,chiapas,59,ocosingo,7.0,0,C1,6,soltera,2,1,sí,1700,1,sí,2,no,2,no,1,sí,0,627,media,superior_o_posgrado
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,2,no,2,no,0,313,baja,basica_o_primaria
7,chiapas,59,ocosingo,7.0,0,C1,6,soltera,2,1,sí,3000,1,sí,2,no,2,no,1,sí,0,627,media,superior_o_posgrado
7,chiapas,59,ocosingo,0.0,1,A2,1,unión libre,2,2,no,0,2,no,2,no,2,no,1,sí,0,313,baja,basica_o_primaria
7,chiapas,59,ocosingo,1.0,3,B2,4,viuda,2,1,sí,1000,1,sí,2,no,2,no,1,sí,0,627,media,secundaria_o_bachillerato
7,chiapas,59,ocosingo,7.0,1,A1,1,unión libre,2,1,sí,2000,1,sí,2,no,2,no,1,sí,0,313,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,4,A1,5,casada,2,1,sí,15000,1,sí,2,no,2,no,1,sí,0,325,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,1,A1,1,unión libre,2,2,no,0,1,sí,2,no,2,no,2,no,0,325,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,0,C1,6,soltera,2,2,no,0,2,no,2,no,2,no,2,no,1,325,baja,superior_o_posgrado
7,chiapas,61,ocozocoautla de espinosa,98.0,3,B2,4,viuda,2,2,no,0,2,no,1,sí,2,no,1,sí,1,325,baja,secundaria_o_bachillerato
7,chiapas,61,ocozocoautla de espinosa,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,1,sí,2,no,0,325,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,0,C1,6,soltera,2,1,sí,1500,1,sí,2,no,2,no,1,sí,0,976,media,superior_o_posgrado
7,chiapas,61,ocozocoautla de espinosa,7.0,1,B1,1,unión libre,2,1,sí,999998,2,no,2,no,2,no,1,sí,0,325,baja,secundaria_o_bachillerato
7,chiapas,61,ocozocoautla de espinosa,18.0,3,B1,3,divorciada,2,1,sí,6000,2,no,2,no,2,no,1,sí,1,325,baja,secundaria_o_bachillerato
7,chiapas,61,ocozocoautla de espinosa,20.0,1,B1,2,separada,2,2,no,0,2,no,2,no,2,no,1,sí,1,325,baja,secundaria_o_bachillerato
7,chiapas,61,ocozocoautla de espinosa,7.0,1,A1,1,unión libre,2,2,no,0,2,no,2,no,1,sí,1,sí,0,325,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,3,A1,5,casada,2,1,sí,300,2,no,2,no,2,no,1,sí,1,651,baja,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,3,A1,5,casada,2,1,sí,300,2,no,2,no,2,no,1,sí,0,651,baja,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,1,sí,1,sí,0,325,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,3,A1,5,casada,2,2,no,0,2,no,2,no,2,no,2,no,0,651,baja,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,1,A1,1,unión libre,2,1,sí,600,1,sí,2,no,2,no,2,no,0,686,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,1,A1,1,unión libre,2,1,sí,8000,1,sí,2,no,1,sí,1,sí,0,686,alta,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,4,A1,5,casada,2,2,no,0,1,sí,2,no,2,no,2,no,0,343,media,basica_o_primaria
7,chiapas,61,ocozocoautla de espinosa,7.0,0,C1,6,soltera,2,1,sí,1200,1,sí,2,no,2,no,2,no,0,686,media,superior_o_posgrado
7,chiapas,61,ocozocoautla de espinosa,5.0,4,B2,4,viuda,2,2,no,0,2,no,2,no,2,no,1,sí,0,343,baja,secundaria_o_bachillerato
